,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed,Team,Season
62,63,Jun 15,True,LAD,"L,4-12",9.0,16,12,8,4,2,2,2,1,5.94,46,159.0,105.0,5.0,4.0,0,0,42,2,0,1,1,0,2,2,6,Terry Tata,"B.Henry (2-52), K.Shepherd (1-BL), S.Reed (0), A.Ashby (2), G.Wayne (0), J.Parrett (0)",COL,1993
63,64,Jun 16,True,LAD,"W,7-6",9.0,9,6,6,0,2,6,2,0,5.95,35,130.0,80.0,1.0,1.0,0,0,33,1,1,0,0,0,0,2,4,Gerry Davis,"A.Reynoso (4-67-W), G.Wayne (0), K.Shepherd (0), M.Grant (1-Sv)",COL,1993
64,65,Jun 18,True,SDP,"L,1-11",9.0,12,11,11,0,8,3,1,1,6.02,47,165.0,96.0,3.0,0.0,0,0,35,2,0,1,0,3,0,0,5,Larry Vanover,"B.Ruffin (4-26-L), S.Fredrickson (3), S.Reed (2), A.Ashby (2), J.Parrett (2)",COL,1993
65,66,Jun 19,True,SDP,"W,17-3",9.0,9,3,3,0,1,6,2,0,5.98,35,117.0,78.0,0.0,0.0,0,1,33,1,0,0,0,1,0,1,2,Harry Wendelstedt,"W.Blair (4-57-W), D.Holmes (5)",COL,1993
66,67,Jun 20,True,SDP,"W,3-1",9.0,8,1,1,0,3,1,0,0,5.9,34,133.0,81.0,5.0,0.0,0,0,30,0,0,0,1,0,0,1,5,Randy Marsh,"B.Henry (4-56), M.Grant (3-BSv), S.Reed (1-W), G.Wayne (3-H), D.Holmes (0-Sv)",COL,1993
67,68,Jun 21,True,CIN,"W,5-4",10.0,6,4,2,2,4,6,1,0,5.83,41,147.0,84.0,1.0,0.0,1,0,35,2,0,1,1,1,1,1,2,Brian Gorman,"A.Reynoso (4-55), S.Reed (0-W)",COL,1993
68,69,Jun 22,True,CIN,"L,13-16",9.0,18,16,16,0,7,9,2,0,5.98,50,169.0,95.0,5.0,3.0,2,1,43,6,1,2,0,0,0,1,5,Bruce Froemming,"B.Ruffin (3-21), A.Ashby (3), M.Grant (1-BL), S.Fredrickson (3), G.Wayne (1)",COL,1993
69,70,Jun 23,True,CIN,"W,15-5",9.0,13,5,5,0,2,7,1,0,5.97,39,149.0,95.0,0.0,0.0,2,0,36,1,1,1,0,1,0,0,4,Ed Montague,"J.Parrett (4-39-W), S.Reed (1), S.Fredrickson (0), D.Holmes (2)",COL,1993
70,71,Jun 24,False,SFG,"L,2-17",8.0,20,17,16,1,4,3,5,0,6.12,48,164.0,106.0,2.0,2.0,0,0,44,3,0,0,0,0,0,0,4,Mike Winters,"W.Blair (4-7-L), B.Ruffin (1), M.Grant (1), A.Ashby (1)",COL,1993
71,72,Jun 25,False,SFG,"L,2-7",8.0,12,7,7,0,5,7,1,0,6.14,41,153.0,87.0,2.0,0.0,2,1,33,2,0,1,1,2,1,0,4,Brian Gorman,"B.Henry (4-14-L), S.Reed (1), G.Wayne (2), S.Fredrickson (1)",COL,1993
72,73,Jun 26,False,SFG,"W,5-1",9.0,7,1,1,0,2,8,1,0,6.07,36,151.0,93.0,,,1,0,34,2,0,0,0,0,0,0,1,Bruce Froemming,A.Reynoso (4-75-W),COL,1993
73,74,Jun 27,False,SFG,"L,0-5",8.0,7,5,4,1,3,1,1,1,6.05,34,104.0,58.0,0.0,0.0,0,1,27,1,0,0,2,1,0,0,2,Ed Montague,"C.Leskanic (99-42-L), J.Parrett (3)",COL,1993
74,75,Jun 29,False,ATL,"L,4-6",8.0,10,6,4,2,3,6,1,0,6.03,36,135.0,80.0,0.0,0.0,0,0,31,3,0,0,1,1,1,2,3,Paul Runge,"B.Ruffin (4-28-L), S.Reed (3), J.Parrett (1)",COL,1993
75,76,Jun 30,False,ATL,"L,2-3",8.2,7,3,2,1,0,0,1,0,5.98,34,95.0,66.0,0.0,0.0,0,1,32,2,0,0,1,1,2,0,2,Kerwin Danley,"W.Blair (5-59), K.Shepherd (13-L)",COL,1993
