,Game,Date,Home,Opp,Rslt,IP,H,R,ER,UER,BB,SO,HR,HBP,ERA,BF,Pit,Str,IR,IS,SB,CS,AB,2B,3B,IBB,SH,SF,ROE,GDP,NumPlayers,Umpire,PitchersUsed,Team,Season
84,85,Jul 9,True,ATL,"L,1-5",9.0,7,5,4,1,3,7,2,0,3.85,37,133.0,78.0,0.0,0.0,1,0,32,1,0,0,1,1,1,0,3,Angel Hernandez,"R.Bowen (4-45-L), D.Weathers (2), R.Rodriguez (3)",FLA,1993
85,86,Jul 10,True,ATL,"W,5-2",9.0,9,2,2,0,4,8,0,0,3.83,40,144.0,86.0,1.0,0.0,2,0,36,3,0,0,0,0,0,0,3,Tom Hallion,"J.Armstrong (4-54-W), J.Klink (1-H), B.Harvey (2-Sv)",FLA,1993
86,87,Jul 11,True,ATL,"L,3-6",9.0,8,6,6,0,3,1,2,0,3.85,37,132.0,84.0,0.0,0.0,1,0,33,2,0,0,1,0,0,0,4,Jim Quick,"C.Hough (4-42-L), R.Lewis (2), C.Carpenter (3), M.Turner (2)",FLA,1993
87,88,Jul 15,False,CIN,"L,4-7",8.0,10,7,7,0,7,3,0,0,3.89,40,156.0,85.0,5.0,2.0,1,0,33,4,0,2,0,0,0,1,5,Ed Rapuano,"C.Hammond (7-29-L), D.Weathers (5), R.Lewis (3), R.Rodriguez (5), M.Turner (3)",FLA,1993
88,89,Jul 16,False,CIN,"L,0-4",8.0,10,4,2,2,3,7,0,1,3.88,39,150.0,90.0,2.0,0.0,0,1,34,5,0,0,1,0,2,0,4,Larry Vanover,"P.Rapp (7-49-L), D.Weathers (0), J.Klink (5), C.Carpenter (4)",FLA,1993
89,90,Jul 17,False,CIN,"W,6-3",9.0,7,3,3,0,3,5,1,0,3.87,37,125.0,80.0,0.0,0.0,0,0,34,1,0,0,0,0,0,0,2,Harry Wendelstedt,"J.Armstrong (6-64-W), B.Harvey (6)",FLA,1993
90,91,Jul 18,False,CIN,"L,3-5",8.0,8,5,4,1,1,3,2,0,3.87,31,119.0,75.0,5.0,2.0,0,1,30,0,0,0,0,0,0,1,5,Randy Marsh,"C.Hough (6-54-L), R.Lewis (2), J.Klink (1), D.Weathers (1), R.Rodriguez (2)",FLA,1993
91,92,Jul 19,True,COL,"W,3-1",9.0,8,1,1,0,3,3,0,0,3.84,36,107.0,71.0,0.0,0.0,1,0,32,0,0,0,1,0,0,1,3,Dana DeMuth,"R.Bowen (9-57-W), M.Turner (3-H), B.Harvey (1-Sv)",FLA,1993
92,93,Jul 20,True,COL,"L,3-6",9.0,13,6,6,0,3,8,2,0,3.86,42,145.0,90.0,2.0,2.0,1,1,38,4,1,1,1,0,1,1,3,Jeff Kellogg,"C.Hammond (4-47-L), R.Nen (38), R.Lewis (1)",FLA,1993
93,94,Jul 21,True,COL,"W,6-4",9.0,10,4,4,0,0,7,1,0,3.86,37,126.0,88.0,1.0,1.0,0,0,35,4,0,0,0,2,0,0,4,Charlie Reliford,"P.Rapp (4-58-W), M.Turner (1), R.Rodriguez (2), B.Harvey (1-Sv)",FLA,1993
